Year,Date,Speaker,SectionID,SpeechID,Speech,Start,End
1996,09Oct,GORE,9,7," Well, Senator Dole has said that he wants to abolish the Department of Education. He voted against the creation of Head Start. He vigorously opposed the Family and Medical Leave Act, which was the first law that President Clinton signed as president. Now, Senator Dole has suggested he would repeal the Family and Medical Leave Act if he had the chance if he was elected president. We believe in more educational opportunity and measures to strengthen families, not restrict their access to education. 
",5899,6408
1996,09Oct,LEHRER,9,8," Mr. Kemp, speaking of the family, where do you come down on it? Do you believe it should be repealed? The Family Leave Act? 
",6408,6541
1996,09Oct,KEMP,9,9," I wouldn't have voted for it. It's in place. Their answer, this administration to every single problem is another regulation and another tax. Clearly, in America, we need -- I am astounded to think that you can have a strong Family Leave Act or policy by a business if they're not making a profit. If there aren't a lot of jobs, if there isn't the types of policies that will enhance the formation of the seed corn and the oxygen and the capital that would allow that company not only retain that profit but invest it. As I said earlier, Dana Crist of Lancaster, Pennsylvania who runs a small little manufacturing or distribution center in Lancaster, said that she as an entrepreneur, would start a whole new factory if the federal government would cut the cost of capital. She wants the capital gains rate reduced. And if, to Al Gore and Bill Clinton that is somehow, trickle-down economics. Tell that to Dana Crist, tell it to Van Woods, tell it to the men and women I met in South Central. Tell it to anybody who understands how to makes democratic capitalism work. I want to say it one more time. The real excitement of a Dole/Kemp Administration would be to get out of this current tax code that redistributes wealth and create a brand new system for the 21st Century that's pro-family, pro-growth and stops the double, triple and quadruple taxation of income from work, savings, investment and entrepreneurial risk taking in America. 
",6541,7988
1996,09Oct,GORE,9,10," The question as I recall, it was about Family and Medical Leave. Here's how it works. If you have a child who is critically ill or has been seriously injured and you have to stay with that child in the hospital, some employers, have said you can't take too much time off in spite of these circumstances. I personally know people who have been fired because they made the choice to be with their child. Don't tell me this doesn't happen. It happens all across the United States. But since Bill Clinton made this the first law he signed, it has been use 12 million times by American families to reconcile the demands of work with the responsibilities to the family. We now want to extend it to PTA meetings and scheduled doctors appointments. It shouldn't be repealed. It ought to be extended. 75 percent of businesses who have been -- had experience with it say they like it. It works. 
",7988,8880
1996,09Oct,KEMP,9,11," Well, it was here before Bill Clinton and it will be here after Bill Clinton. Senator Tsongas a good friend of Senator Gore, Vice President Gore suggested that he was afraid his party was falling into the trap of loving the employee, but hating the employer. You cannot love labor and hate employers. You cannot drive this wedge between workers and management. And businesses were providing family leave. They will continue. They should. They've got to make a profit and the tax on business, capital, labor and families is too high and it will -- we want to reduce that regulatory burden and that tax burden in a new Dole/Kemp Administration. 
",8880,9530
1996,09Oct,LEHRER,8,0," What measurement do you use, Mr. Kemp, in saying the economy is not growing the way it should be? 
",0,107
1996,09Oct,KEMP,8,1," Well, as I said earlier, Jim, it takes two bread winners to do what one breadwinner could have done just a relatively few short few years ago. As long as a woman or man wants to go to work it ought to be their choice, but in America today that woman or man must work in a family to, one to pay the tax and the other to help the family. That's not America. It doesn't leave enough time for the children. It doesn't leave enough time for people to enjoy their families. It doesn't allow people to save. The family is the most overtaxed institution in the United States of America. When I was growing up in Los Angeles, a family that median level of income might have sent four or five percent of their income to the federal government. Today, it's close to 30, or at least 27 or 28%. That's just unacceptable, and for Al Gore to keep suggesting that we can't afford to reduce the tax rates across-the-board on the American people and on the formation of the capital necessary to create the new jobs for America is just totally at odds with the experience of both Ronald Reagan, John F. Kennedy and other times in this century. One other thing that's very, very important. To call it a risky scheme reminds me of the fact that this administration is suggesting that they're going to give you a tax cut if you'll do what they want you to do. They want to cut the Capital Gain Tax, but only for home owners. How about the small businessmen and women of America that create 91% of all the new jobs? My Daddy was a truck driver who bought the truck and started a company. We need more truck drivers becoming truck owners and they can't do it if they don't have access to the capital and the seed corn for the next generation of truck and jobs for America. 
",107,1863
1996,09Oct,GORE,8,2," We've had the creation of more new small businesses in the last four years in each of the last three years than in any other year in all of American history. We've seen the creation of 10.5 million new jobs. We have the lowest combined rate of inflation and unemployment in 30 years. ""Business Week"" magazine said these are the kind of results that you want. Lower inflation, lower interest rates, more jobs and more growth, all within the context of a balanced budget. We have reduced the budget deficit four years in a row. We've cut it down 60 percent. After it went up by almost 300 percent during the previous two administrations. Now, this is the kind of growth that we want more of. We think we can do much better still. That's why we're pushing these income tax cuts for middle income families in the context of a balanced budget that protects important programs. 
",1863,2742
1996,09Oct,KEMP,8,3," Four years too late. You told us that four years ago. And we still don't have it. How can we trust an administration that, all of a sudden, four years into or the last year of its four years tells us that now they're going to follow through on the promise they made four years ago? This economy is not growing fast enough. The haves are doing well, but Jim the have-nots are not doing well. There's people hurting, there're families that can't stay together. There's jobs that are not being created, and the unemployment rate in our nations' inner cities is somewhere between 16 and 25 percent. That is morally and socially unacceptable in a modern day economy. 
",2742,3411
1996,09Oct,LEHRER,8,4," Mr Vice President, Senator Dole raised the same question to President Clinton the other night about keeping promises made. What is your reaction to that? What is your response to that charge against you and the President. 
",3411,3642
1996,09Oct,GORE,8,5," President Bill Clinton promised to create 8 million jobs. He's created 10 and a half million new jobs. He's promised to cut the budget deficit in half. He has cut it by 60 percent. He promised to end welfare as we know it. He passed and signed the Welfare Reform Law. He has already moved 1.9 million people off the welfare rolls into good jobs. We've got a plan to move 1 million more off welfare during the next four years. He promised to implement the death penalty. We passed an anti-crime Bill that has 60 new death penalty provisions. He promised to pass a plan that would put 100,000 new police officers on the streets. It is law, over the opposition of Senator Dole, and 20,000 of them are already on the streets, 2,000 of them have been funded already for here in Florida. We're ahead of schedule and we're going to get the additional 80,000 new police officers on the streets in the coming four years, 45,000 of them are now already funded. That is a record of promises made and promises kept. He promised middle-income tax cuts. We've cut taxes for 15 million families and our plan to cut them for all middle income families has been waiting for action in the Congress for two full years. In the next four years, we will pass it. 
",3642,4890
1996,09Oct,KEMP,8,6," Well, to say that this is the best economy in 30 years just staggers the imagination. We have a growth rate of the last four years of about two and a half percent. My friend Al Gore says it  's better than the Reagan years. It isn't. But irrespective of whether he thinks it is or not means less than fact that this country cannot morally and socially and economically accept an economy running out the clock on the 20th Century. We're treading water. We have families that are hurting. We have people who are unemployed. We have people with no property. We have an administration that is demolishing public housing in our inner cities and not providing anything else but more public housing. Their solution to the inner city is more -- excuse the expression but it's true, ""socialism."" It is not for the people. It is for the government to tell them where to live, where to go to school. We need school choice. We need to privatize public housing, we need to sell it to the residents, we need to put enterprise zone into, in, America and need to lower the rates of taxation on labor, capital and the factors of production. That'll happen under Bob Dole. 
",4890,6052
1996,09Oct,GORE,8,7," We are demolishing the outdated projects that did not work and we're replacing them with new units that do work. And we have private vouchers so that individuals can choose for themselves where they live and we're selling these units to many of those who want to buy them. Mr. Kemp had a good idea when he advocated that years ago. He talked about it, we did it, and we're going to do a lot more of it, if we have the opportunity with the help of the American people. 
",6052,6527
1996,09Oct,Unknown,8,8,"
",6527,6528
1996,09Oct,LEHRER,3,0," Mr. Kemp, do we have a serious race problem in the United States right now? 
",0,85
1996,09Oct,KEMP,3,1," Yeah, we really do. Um, this country has yet to deal with the type of inclusionary policies. It is so very important for Americans, white and black, Jew and Christian, immigrant and native-born, to sit down and talk and listen and begin to understand what it's like to come from that different perspective. Our country is as the Kerner Commission Report suggested a number of years ago was being split, but they said between white and black. I think it's being split, Jim, not so much between white and black, although that's still a very serious problem. We really have two economies. Our general economy, our national economy, our mainstream economy is democratic, is based on incentives, a small ""d"" Al, it's capitalism and incentives for working and saving and investing and producing, and families and the things that really lead to progress up that ladder that we call ""The American Dream,"" but is what is really universal. But unfortunately, in urban America, and I was glad to hear the Vice President talk a little bit about it, uh there -- they have abandoned the inner cities. There's a socialist economy. There's no private housing. There's mostly public housing. You're told where to go to school, you're told what to buy with food stamps. It is a welfare system that is more like a third-world socialist country than what we would expect from the world's greatest democratic free-enterprise system. That must change, and it will under Bob Dole and Jack Kemp. 
",85,1564
1996,09Oct,GORE,3,2," Remember what I said just a moment ago. If it were not so, he would have told you. The problems between races in America must be addressed. The good news is we're making progress. We've seen 10.5 million new jobs created in the last four years. We've seen the unemployment rate come down dramatically. We've seen the African-American unemployment rate go below double digits for the first time in 25 years and it stayed below for 25 months in a row. We have empowerment zones and enterprise communities, 105 of them in communities all across the United States of America. Let me tell you a story about Joann Crowder in Detroit. She was on welfare for eight years until the empowerment zone was created there. She just got a job in the new business that -- that launched its enterprise right in that empowerment zone. We want to do that for millions more all across the country. 
",1564,2449
1996,09Oct,KEMP,3,3," Well, with all due respect, Jim, there are nine empowerment zones, a few little tinkering with tax credits around the country for inner cities. Los Angeles, after the riots, did not even get an empowerment zone, believe it or not. That is just unconscionable in America to have left Watts, South Central and East L.A. out. Earl Graves of ""Black Enterprise"" magazine said the single greatest deterrent to black advancement is the lack of access to capital, the credit and ownership. That will change. We will green-line every city in the United States where there is unemployment and welfare and we will eliminate the Capital Gains Tax, eliminate the tax on a welfare mother that takes a job. That is the answer. Give ownership and entrepreneurship to low income people based on need, not the color of their skin. 
",2449,3269
1996,09Oct,LEHRER,3,4," Mr. Vice President, if re-elected, what would, what could we look forward to in the way of an inner city policy from a Clinton/Gore second term? 
",3269,3423
1996,09Oct,GORE,3,5," Before I answer that specific question, let me say that we did put an empowerment zone in South Central, Los Angeles. It is in the form of the largest community development financial institution ever created in the United States or in any other country and it is creating jobs in South Central, Los Angeles right now. The Congress passed uh an enterprise zone after the Los Angeles riots five years ago. It was vetoed by the prior administration. Now, to your question. We have a specific plan to create 1 million new jobs in the inner cities of America with tax credits for employers who hire people coming off welfare, 'cause we've passed welfare reform now, we promised to end welfare as we know it. And we are implementing this new legislation. We have moved 1.9 million people off of the welfare rolls and into good jobs in the last four years. Our new plan is to have 1 million more jobs in the inner cities, but that's not all. We are also implementing the plan to put 100,000 community police officers in our cities. We've already got 20,000 out there. We're ahead of our six-year schedule. As a matter of fact, there're 8 here in St. Petersburg, already on the beat, you may run into one of them leaving this auditorium tonight. St. Petersburg is safer because of this urban agenda that we're following. We want the focus to be on millions more jobs, and we're very optimistic that it's gonna happen. 
",3423,4840
1996,09Oct,KEMP,3,6," Well, we've had four years and there's no enterprise zone. There are empowerment zones, but you have to do what Bill Clinton and Al Gore want you to do. You get a $5,000 tax credit if you hire somebody that's unemployed, but you've already got to have an existing business. The answer is to say, once again, green-line any area in America that has been red-lined for lack of mortgage money, lack of credit and capital. Just say that area qualifies for no Capital Gains Tax, zero, nada. That's what Eleanor Holmes Norton wants to do in the District of Columbia and this administration said to D.C., Drop dead. Drop dead. We don't want to change the legislation that would lower the tax rate in D.C., allow welfare mothers to take a job without any tax on the first 90 percent of her income and no Capital Gain Tax that should be done in every urban area of America that would make capital flow back, and you can't have capitalism, Al, without capital. You may want to give a tax credit, but it won't work. 
",4840,5852
1996,09Oct,GORE,3,7," Well, we have 105 empowerment zones and enterprise communities all across the United States of America, and with all due respect, that's 105 more than were there when we came into the White House. We have been implementing them in a determined way. They are making a difference. You know, that empowerment zone that I mentioned in Detroit is creating jobs not only for Joann Crowder, who feels proud that she's off of welfare now, and we're proud of her. It's creating jobs for hundreds of others, and similar initiatives are working in the other empowerment zones. 
",5852,6425
1996,09Oct,LEHRER,3,8," Mr. Kemp, you said recently that one of the problems related to this was that all the capital was in the hands of the white people. What did you mean by that? 
",6425,6593
1996,09Oct,KEMP,3,9," The single greatest problem in our opinion, domestic -- in the domestic economy, is that this tax code, 83 years old, a relic of the Cold War and Hot War, inflation and depression, seven-and-a-half million words long, overtaxes capital, overtaxes working men and women and families. Clearly, the Gordian knot needs to be broken in one fell swoop. Bob Dole and Jack Kemp, as soon as we get through this first step of cutting tax rates across the board, are going to repeal the whole code while Bill Clinton and my friend, Al Gore, defend the status quo. We're going to repeal the seven-and-a-half million words of the U.S.tax code, make it tax income once, not twice, three, four, and if you die, it confiscates your estate. We must have a tax code going into the 21st Century that does not protect the establishment and this tax code does. And by cutting and eliminating the Capital Gains, by cutting and eliminating the Estate Tax, by bringing the top tax rate down to something reasonable, like -- here he goes again -- I think in peacetime, it shouldn't be higher, Bob, and I don't think it should be higher than 25 percent, phased in. But capital would flow out into the economy. We have people getting access to capital. Small businessmen and women, African-American, Asian Americans, Latino Americans, female Americans would be able to start their businesses. Dana Crist of Lancaster said the day the tax bill is passed in Congress, she will open a new factory with 40 or 50 or 60 employees in Lancaster, Pennsylvania. He'll call that trickle down. I'll call it Niagara Falls. 
",6593,8183
1996,09Oct,GORE,3,10," The problem with this version of Niagara Falls is that Senator Dole and Mr. Kemp would put the economy in a barrel and send it over the falls. [ Laughter ] It is a risky, $550-billion tax scheme that actually raises taxes on 9 million of the hardest working families. Again, Mr. Kemp opposed that and called it unconscionable. Now, it is part of the plan that he is supporting. Not only that, though, it would blow a hole in the deficit, it would raise interest rates. That means higher mortgage payments, particularly those with the variable rate mortgages, higher car payments, he would also lead to much deeper cuts in Medicare, Medicaid, education and the environment. It is extremely risky. And as for these harsh words, I don't take them personally. He said much worse about Bob Dole when he said Bob Dole never met a tax that he didn't hike. He wrote about 450 separate provisions in that code. You better check with him before you eliminate it completely. He may be getting royalties. 
",8183,9183
1996,09Oct,KEMP,3,11," Jim, a $550-billion tax cut, this is something that Al does not want to mention, has to be viewed against the context of a $50-trillion U.S. economy output of goods and services over the next six years. A $550-billion tax cut in a $50-trillion economy over six years is one-and-a-half percent, and the only hole it would blow is a hole in the plans of this administration to try to tinker with the tax code and defend the indefensible. It would blow up the bureaucracy, but you would expand the economy. That's important for America. 
",9183,9724
1996,09Oct,LEHRER,3,12," Mr. Vice President, what about Mr. Kemp's point that he's made a couple of times that what we need is to throw away the current -- the present tax code and write a whole new tax system. Do you agree with that? 
",9724,9943
1996,09Oct,GORE,3,13," We've passed the Taxpayer Bill of Rights. We have fought for new provisions that now make it possible to file over the telephone. We are fighting for tax reforms across-the-board, and most importantly, we have a plan on the table right now to cut taxes on middle income families with several specific provisions. We already cut taxes on 15 million working families in this county, with an average of about $1,000 in tax relief to those making $25,000 a year or less. And for the last two years, we have had middle-income tax cuts on the table in the Congress and they would not -- they weren't accepted by Bob Dole and Newt Gingrich, because they said they would not pass them without cutting deeply into Medicare, Medicaid, education and the environment. We are determined to move forward during these next four years, with the tax cuts that president Bill Clinton has proposed. Here they are again: A $1500 tax credit for tuition, a $10,000 tax deduction so that no family pays taxes on the money for college tuition, capital gains eliminated for the sale of a home, a tax break for first-time home buyers and for health care expenses and a $500 child tax credit. 
",9943,11116
1996,09Oct,KEMP,3,14," You only get a tax cut in the Clinton administration if you do exactly what Al Gore and Bill Clinton want you to do. That's not America. When John F. Kennedy cut tax rates, the economy grew, unemployment went down and we balanced the budget, and revenues went up. Indeed, the Secretary of Treasury under John F. Kennedy and the Deputy Secretary of Treasury under John F. Kennedy endorsed Bob Dole's plan to cut rates, cut the Capital Gains Tax, balance the budget, provide a $500 tax credit, and, clearly, the plan should be to lift the economy, to get more revenues. Medicare will be saved because it will be put into a commission where both Bill Clinton and Bob Dole recognize it has to be studied by the same people that would study -- or did study, I should say, the Social Security System and saved it in 1983 and '84. Look, we can bring down government -- the growth of government spending, but we have to grow the economy. And in Bob Dole and Jack Kemp's opinion, we should aim at doubling the size of the American economy in the next 15 years. Under their policies, it will take 30 to 40 years. That's not acceptable. 
",11116,12249
1996,09Oct,GORE,3,15," The chairman of their national campaign steering committee, Senator D'Amato, said that Bob Dole would have to cut into Medicare in order to pay for this proposal, but that he would wait until after the election to do it. The proposal to cut Medicare that Senator Dole pushed before, and shut down the government to try to enact, would have already raised by $268, the fees paid by the average couple now on Medicare. He tried to double the deductibles and give people less in return. We have a balanced budget plan that protects Medicare and gives tax cuts. 
",12249,12814
1996,09Oct,LEHRER,3,16," Mr. Kemp, is it really possible to balance the budget without reforming drastically the entitlements programs, including Social Security and Medicare? 
",12814,12974
1996,09Oct,KEMP,3,17," Before I answer that, Jim, let me just say it is disgraceful, the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare. 
",12974,13190
1996,09Oct,GORE,3,18," One other one in there, isn't there? 
",13190,13234
1996,09Oct,KEMP,3,19," about Medicare Yeah, Maryland now. The amount of money being spent to try to mislead the American people is demagoguery, and only in the Clinton White House and in Al Gore's mind could an increase in spending per capita on a senior citizen from $4800 in 1996 to $7200 over the next five years be considered a cut. Does anybody think that Bob Dole, who almost gave his life for his country, who has served in the Senate, who helped save Social Security, crawled out of a fox hole on Riva Ridge in Northern Italy in 1945 to save a wounded radioman? Does anybody think in this country that he could possibly want to move our country ahead and leave anybody behind? Of course, we can balance the budget. Of course, we have to hold down the growth in entitlement spending. But clearly, you cannot balance the budget, Jim, without growing this economy. It's only growing at about two-and-a-half percent. We should double the rate of growth and double the size of American economy. This means more jobs, more wealth, more income and more capital, particularly for our nation's poor and those left behind. 
",13234,14339
1996,09Oct,GORE,3,20," Mr. Lehrer, our balanced budget plan extends the Medicare Trust Fund ten years into the future. A commission is fine, but a commission would not do any good if we adopted this risky $550-billion tax scheme. The word ""scary"" has been used. A couple of days ago I went with Governor Lawton Chiles, who was here, to Sarasota to the Friendship Senior Center. I talked with a woman there named Dorothy Wornell and she said, ""You know, we may not be as sophisticated as some of those people in Washington, but we can add and subtract."" Here are the numbers she's adding and subtracting. Bob Dole's plan would have already imposed an extra $268 on the average Medicare receiving couple, and his plan would have doubled deductibles. It would have cost an extra $1,700 over the lifetime of his plan and eliminated nursing home standards and guarantees of nursing home care for seniors. Bill Clinton prevented it from happening. We will never allow that to happen. 
",14339,15301
1996,09Oct,KEMP,3,21," Jim, Medicare is too important to senior citizens around this country to play the type of politics that is being played on this issue. It is losing $8 billion as we stand here tonight. By the President's own trustees of Medicare, three members of which serve in his cabinet, it will be losing $23 billion a year by 1998. Something must be done. Bob Dole is -- has suggested a commission, but, clearly, you cannot save Medicare, Social Security, or any program for the social welfare net of American people, under which they should not be allowed to fall, unless we grow this economy at least twice the rate it is growing today. That is the issue, not scaring people in America. 
",15301,15986
1996,09Oct,LEHRER,3,22," Mr. Vice President, Mr. Kemp has accused you of demagoguery. 
",15986,16056
1996,09Oct,GORE,3,23," Well, as I said before, he used much harsher language when he talked about Bob Dole. He said that Bob Dole's solution for every single problem was to increase taxes. He said just two years ago that the Bob Dole tax increase of 1982 was the largest tax increase in the history of the world, but let's get to the point. Medicare has been adjusted 23 times since it was created in 1965. Bob Dole, incidentally, just bragged this year that he was one of only 12 people who voted against the creation of Medicare in the first place. I don't think he's -- he didn't believe in it then, and the plan that he promoted last year would have certainly been devastating to Medicare. Again, don't take my word for it. The American Hospital Association said it could have closed 700 hospitals. The Catholic Health Association, the AARP, and many other groups who pay careful attention to Medicare said that the Dole/Gingrich plan on Medicare would have led to deep cuts, possibly set up a two-tiered system, and would have ended the kind of Medicare system that we have. Our plan extends Medicare ten years into the future. We will always protect Medicare within the context of a balanced budget plan. 
",16056,17251
1996,09Oct,KEMP,3,24," Folks, they have no plan. They have absolutely no plan. The President himself suggested that the reduction in the growth of Medicare over the next five or six years ought to be held to 6 percent under the Republican plan, irrespective of the numbers, it will grow at 7 or even more percent, but that is beside the point. What has to be discussed is how we, as a nation, are going to create the size of an economy, create a national wealth that would at least double this 6 or 7 trillion economy. We would have $6 trillion in 15 years extra wealth for the American people. Another trillion dollars of revenue, with which to save Medicare and Social Security. And you can't do it with a tax code and a regulatory code and people suing each other with frivolous suits, as this administration is allowing to happen. That has to change, and it will under Bob Dole and Jack Kemp. 
",17251,18132
1996,09Oct,GORE,3,25," I think Mr. Kemp has unintentionally made a mistake in saying that President Clinton called for reduction of -- to 6 percent or whatever you said. I believe you were referring to the ""Money"" magazine interview, and the publisher of ""Money"" magazine just sent Mr. Kemp a letter two days ago asking him to please stop inaccurately citing ""Money"" magazine. It is not what the President said. It is not the President's position. Let me make clear what his position is. We will save Medicare. We will stop efforts to hurt Medicare, and we'll do it within a balanced budget plan.
",18132,18712
1996,09Oct,KEMP,3,26," I will answer the question, but for the record, I would like to release the letter to our friends in the press of the letter I got from ""Money"" magazine, suggesting that Bill Clinton wanted and did lower the cost of living allowance for senior citizens as a way of reducing Social Security.
",18712,19009
1996,09Oct,LEHRER,2,0," Mr. Vice President, should federal government Affirmative Action programs be continued? 
",0,97
1996,09Oct,GORE,2,1," Yes. President Clinton addressed this issue when he said, ""Mend it, don't end it."" Diversity is a great strength in America. Look around the world at other places where they have not paid attention to the necessity of promoting harmony of, between different ethnic, racial and religious, and cultural groups. We ought to be very proud in our country, as most Americans are, that we've made tremendous progress, but we ought to recognize that we have more work to do. Now, the first thing that we are trying to do is to create a million new jobs in the inner cities of this country, with tax credits for employers who hire people who are now unemployed. We are seeking to have vigorous enforcement of the laws that bar discrimination. Now, I want to congratulate Mr. Kemp for being a lonely voice in the Republican party over the years on this question. It is -- it is with some sadness that I refer to the fact that the day after he joined Senator Dole's ticket, he announced that he was changing his position and was hereto, thereafter going to adopt Senator Dole's position to end all affirmative action. That's not good for our country. Bill Clinton and I believe that the United States of America has its brightest days ahead, and we will see them even brighter if we promote diversity and harmony among all our people. 
",97,1428
1996,09Oct,LEHRER,2,2," Mr. Kemp? 
",1428,1447
1996,09Oct,KEMP,2,3," Jim, my position on Affirmative Action has been clear ever since I left the professional football career for Congress in 1970. Some people think I quit playing a few years earlier, but I retired in 1970. My life has been dedicated to equality of opportunity and our democracy should provide that, not equality of reward. Uh, Affirmative Action should be predicated upon need, not equality of reward, not equality of outcome. Quotas have always been against the American ideal. We should promote diversity and we should do it the way Bob Dole has been talking about, with a new civil rights agenda, based upon expanding access to credit and capital, job opportunities, educational choice in our inner cities for a young urban mother who can't get the type of an education she wants for her child, and, ultimately, the type of ownership and entrepreneurship from public housing in, D.C. to Nickerson Gardens in Watts, Los Angeles. People need to own. And that's what Abraham Lincoln believed. That when people own something, they have a stake in the American dream. That is Affirmative Action in America. 
",1447,2557
1996,09Oct,LEHRER,2,4," Mr. Vice President. 
",2557,2586
1996,09Oct,GORE,2,5," With all due respect, I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action. There is a specific measure on the ballot in California. It was embodied in legislation, introduced by Senator Dole, to apply to the whole nation. Mr. Kemp campaigned against it, spoke against it, wrote letters against it, went to California to fight against it, and now has endorsed it. I don't think it's a minor matter. I think this is one of the most important challenges that our country has to face in the future, and I hope that Mr. Kemp will try to persuade Senator Dole to adopt Mr. Kemp's position, instead of the other way around. 
",2586,3265
1996,09Oct,LEHRER,2,6," Mr. Kemp, what is your position? 
",3265,3307
1996,09Oct,KEMP,2,7," That red light means we're supposed to stop? 
",3307,3359
1996,09Oct,LEHRER,2,8," Right. 
",3359,3375
1996,09Oct,GORE,2,9," You thought that was going to be your problem, not mine. [ Laughter ] 
",3375,3452
1996,09Oct,KEMP,2,10," Yeah, right. I can't believe I'm keeping within the time limit. 
",3452,3523
1996,09Oct,LEHRER,1,0," Good evening from the Mahaffey Theater at the Bayfront Center in St. Petersburg, Florida. I'm Jim Lehrer of the ""News Hour"" on PBS. Welcome to the 1996 Vice Presidential Debate between Vice President Al Gore, the democratic nominee, and Jack Kemp, the republican nominee. This event is sponsored by the Commission on Presidential Debates. The rules and format, as drawn and agreed to by the two campaigns are almost identical to those of the presidential debate last Sunday night in Hartford. It is 90 minutes long. The candidates are not permitted to question each other directly. I will ask the questions with no limitations on the subjects. There will be a 90-second answer, a 60-second rebuttal, and a 30-second response to each question. And with the help of some lights, I will help the candidates abide by those time limits. The order for everything was determined by a coin toss. There will be three-minute closing statements, but no opening statements. So, we go now to the first question and to Mr. Kemp. Some supporters of Senator Dole have expressed disappointment over his unwillingness in Hartford Sunday night to draw personal and ethical differences between him and President Clinton. How do you feel about it? 
",0,1236
1996,09Oct,KEMP,1,1," Wow, in 90 seconds? I can't clear my throat in 90 seconds. Jim, Bob Dole and myself do not see Al Gore and Bill Clinton as our enemy. We see them as our opponents. This is the greatest democracy in the world. People are watching not only throughout this country, but all over the world as to how this democracy can function with civility and respect, and decency and integrity. Bob Dole, um, is one of those men who served in the United States Senate, his public life is a public record. He fought on the battlefield. He has worked with Democrats and Republicans. In my opinion, it is beneath Bob Dole to go after anyone personally. Clearly, Abraham Lincoln put it best when he said you serve your party best by serving the nation first. And I can't think of a better way of serving this nation in 1996 than by electing Bob Dole as the President of the United States of America. These issues are fully capable of being understood and reflected upon by the American people. This is a democracy in which we have the freest press and the greatest First Amendment rights in the history of mankind. And Bob and I respect that. These issues will be aired, but they'll be aired with dignity and respect, and, ultimately, leave it to the American people to make up their minds about who should be the leader of this country into the 21st Century. 
",1236,2582
1996,09Oct,LEHRER,1,2," Mr. Vice President? 
",2582,2611
1996,09Oct,GORE,1,3," Thank you, Mr. Lehrer. And I would like to thank the people of St. Petersburg for being such wonderful hosts. My family and I are very glad to be here and I would like to thank Jack Kemp for the answer that he just gave. I think we have an opportunity tonight to have a positive debate about this country's future. I'd like to start by offering you a deal, Jack. If you won't use any football stories, I won't tell any of my warm and humorous stories about chlorofluorocarbon abatement. 
",2611,3105
1996,09Oct,KEMP,1,4," It's a deal. I can't even pronounce it. 
",3105,3152
1996,09Oct,GORE,1,5," What I do want to talk about tonight is Bill Clinton's positive plan for America's future. We have a plan to balance the budget while protecting Medicare, Medicaid, education and the environment. Creating millions of new jobs, including one million new jobs in America's inner cities. I'm excited about the chance to talk about this plan and even more excited about the chance to work on it, if you, the people of this country, will give Bill Clinton and me the privilege of doing so for four more years. 
",3152,3664
1996,09Oct,LEHRER,1,6," Mr. Kemp? 
",3664,3683
1996,09Oct,KEMP,1,7," I really got only two differences with Bill Clinton -- Â President Clinton and Mr. Gore, foreign policy and domestic policy. Our foreign policy is ambivalent, confusing, it is sending strong signals to the wrong people, and we have learned over the years that weakness is provocative, but domestic economy is not doing what it can do. This President believes we are at our capacity. Bob Dole and I believe we can do a lot better. It is about the potential of the American people to lift themselves up and not have their lives controlled by the United States Government and Washington. 
",3683,4275
1996,09Oct,LEHRER,1,8," Mr. Vice President, what do you see as the political philosophy differences in a general way between you and President Clinton on the one hand, Mr. Kemp and Senator Dole on the other? 
",4275,4468
1996,09Oct,GORE,1,9," The differences are very clear. We have a positive plan based on three principles. We want to provide opportunity for all Americans. We insist on responsibility being accepted in turn by everyone, and we want to strengthen our communities and their ability to support families and individuals in our common effort to create a bright future. Here's how we plan to do that: We have a balanced budget plan that has targeted tax cuts for middle-income families. We've already given tax cuts to 15 million of the hardest pressed working families in America. Our plan for the next four years features a $1,500 tax credit, called a Hope Scholarship, for tuition at community college, junior college or college. A $10,000 tax deduction for college tuition for those who go further, so that, in essence, no American family will ever be taxed on the money they spend for college tuition. Also, tax relief for first-time home buyers, tax encouragement for savings and help in paying health care expenses, and a tax break, actually, the elimination of capital gains taxes on the -- on the profits from the sale of a home. All of this is within a balanced budget plan, which protects Medicare, Medicaid, education and the environment. 
",4468,5697
1996,09Oct,KEMP,1,10," Jim, this economy is overtaxed, overregulated, too many people suing each other, there's too much litigation. Our education is not up to the standards that the American family and the American people want for their children. And, clearly, the welfare system is a disgrace to our Judeo-Christian principles. It is not the values of the poor that should be called into question, it is the values of the welfare system from Washington and uh that prevent people from climbing out of poverty. Our biggest debate with this administration on domestic policy is that they think we're at our fullest capacity, that weâ€™ve reached our potential and 2.5 percent growth is enough for America. Frankly, that is not good enough for this country. We can not just run the clock out on the 20th Century. It, clearly, we need to lower the tax rate across the board on working and saving and investing. I know my friend, Al, will suggest that is trickle-down economics. Well, Al, if it's trickle-down economics, ask Van Woods, a young entrepreneur who owns a restaurant in Harlem, if it's trickle down. He said he would hire 60 more people if we cut the Capital Gains Tax. 
",5697,6860
